Posted On,BHK,Rent,Size,Floor,City,Furnishing Status,Tenant Preferred,Bathroom
2022-04-29,2,7500,1100,Ground out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-09,1,5500,800,2 out of 3,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-22,3,30000,1700,3 out of 5,Hyderabad,Furnished,Family,3
2022-07-07,1,24000,500,3 out of 7,Mumbai,Semi-Furnished,Bachelors/Family,1
2022-05-24,2,12000,1000,3 out of 3,Hyderabad,Unfurnished,Bachelors/Family,2
2022-05-10,2,9000,700,1 out of 2,Chennai,Unfurnished,Bachelors/Family,3
2022-06-14,2,15000,110,2 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-06,2,17000,1000,2 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-22,2,14000,850,4 out of 6,Hyderabad,Semi-Furnished,Family,2
2022-05-23,3,25000,1400,1 out of 7,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-07-09,4,200000,2200,11 out of 20,Mumbai,Semi-Furnished,Bachelors/Family,5
2022-06-23,3,75000,1000,6 out of 12,Mumbai,Furnished,Bachelors/Family,3
2022-06-12,2,22000,100,1 out of 2,Delhi,Semi-Furnished,Bachelors/Family,2
2022-05-12,2,11000,550,3 out of 5,Delhi,Unfurnished,Bachelors,2
2022-05-10,1,18000,700,1 out of 5,Delhi,Semi-Furnished,Bachelors/Family,1
2022-04-25,2,11000,550,2 out of 3,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-27,1,34999,450,5 out of 12,Mumbai,Furnished,Bachelors/Family,2
2022-06-21,1,7500,440,3 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-01,2,5000,420,Ground out of 2,Kolkata,Unfurnished,Bachelors,1
2022-06-30,3,14000,1100,Ground out of 3,Delhi,Semi-Furnished,Bachelors/Family,2
2022-06-22,2,10677,800,5 out of 6,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-05,4,14000,1000,Ground out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-12,2,13000,650,Ground out of 3,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-10,2,12500,650,3 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-11,3,26000,1450,4 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-07-09,4,250000,2500,2 out of 10,Mumbai,Furnished,Bachelors/Family,4
2022-07-06,3,45000,1450,1 out of 4,Chennai,Unfurnished,Bachelors,2
2022-05-27,1,6000,300,Ground out of 3,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-05-14,1,9000,500,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-17,3,25000,2210,4 out of 5,Hyderabad,Semi-Furnished,Family,3
2022-06-23,2,10500,800,3 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-04-23,3,36125,1700,Ground out of 2,Kolkata,Unfurnished,Bachelors/Family,2
2022-06-05,1,7000,300,Ground out of 1,Chennai,Unfurnished,Bachelors/Family,1
2022-05-16,1,6000,450,Ground out of 4,Chennai,Unfurnished,Bachelors/Family,1
2022-06-27,1,35000,450,6 out of 10,Mumbai,Semi-Furnished,Bachelors,2
2022-07-06,2,60000,888,5 out of 20,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-07-05,3,30000,1500,1 out of 1,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-19,3,37500,1680,1 out of 16,Chennai,Semi-Furnished,Family,3
2022-07-10,3,25000,1200,9 out of 11,Chennai,Semi-Furnished,Bachelors/Family,3
2022-07-04,1,8000,600,2 out of 4,Bangalore,Unfurnished,Bachelors/Family,1
2022-06-30,2,5300,650,1 out of 1,Kolkata,Unfurnished,Bachelors/Family,1
2022-04-30,2,11000,950,2 out of 4,Hyderabad,Unfurnished,Bachelors/Family,2
2022-06-14,3,90000,2300,2 out of 4,Chennai,Semi-Furnished,Bachelors,3
2022-07-09,3,240000,1358,40 out of 50,Mumbai,Semi-Furnished,Family,4
2022-07-04,2,14000,700,1 out of 2,Bangalore,Unfurnished,Bachelors/Family,2
2022-06-04,2,80000,500,1 out of 5,Mumbai,Furnished,Bachelors/Family,2
2022-06-18,3,29000,2000,1 out of 4,Delhi,Semi-Furnished,Bachelors/Family,3
2022-04-27,2,7500,450,1 out of 5,Delhi,Semi-Furnished,Bachelors/Family,1
2022-05-14,3,15000,1200,Ground out of 2,Bangalore,Semi-Furnished,Family,3
2022-05-10,3,37000,1550,3 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-05-22,5,190000,200,2 out of 2,Delhi,Unfurnished,Bachelors,5
2022-06-16,2,12000,1050,1 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-07-04,1,15000,600,5 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-02,3,55000,2000,Ground out of 12,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-05-16,3,16000,1500,2 out of 3,Hyderabad,Furnished,Family,3
2022-06-22,2,15000,1050,1 out of 3,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-13,2,15000,723,Ground out of 3,Kolkata,Furnished,Family,1
2022-06-27,2,10000,600,Ground out of 1,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-04-27,2,18000,882,10 out of 22,Mumbai,Unfurnished,Bachelors,2
2022-06-19,2,6000,1200,1 out of 1,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-04,4,140000,1648,21 out of 58,Mumbai,Semi-Furnished,Bachelors/Family,5
2022-07-07,1,26000,400,4 out of 7,Mumbai,Unfurnished,Bachelors/Family,1
2022-06-14,1,7500,225,Ground out of 2,Delhi,Semi-Furnished,Bachelors/Family,1
2022-05-25,1,6500,500,2 out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,1
2022-06-23,2,10000,700,1 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-25,1,15000,650,Ground out of 2,Chennai,Semi-Furnished,Bachelors/Family,1
2022-05-25,2,10500,600,3 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-12,2,18000,1190,3 out of 4,Bangalore,Semi-Furnished,Bachelors,2
2022-06-01,3,150000,1400,6 out of 12,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-04-29,1,5500,30,2 out of 3,Delhi,Furnished,Bachelors/Family,1
2022-06-02,1,8900,550,Ground out of 1,Chennai,Unfurnished,Bachelors/Family,1
2022-06-13,1,8000,400,Ground out of 1,Chennai,Unfurnished,Bachelors/Family,1
2022-07-04,4,42000,2700,2 out of 4,Delhi,Semi-Furnished,Bachelors,4
2022-06-06,3,25000,1100,2 out of 3,Kolkata,Unfurnished,Bachelors/Family,3
2022-06-04,2,15000,800,Ground out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-27,1,6500,450,Ground out of 2,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-07-10,2,22000,1100,1 out of 12,Hyderabad,Furnished,Family,2
2022-04-29,2,10000,600,2 out of 3,Delhi,Unfurnished,Bachelors/Family,2
2022-07-07,1,25000,420,17 out of 18,Bangalore,Semi-Furnished,Bachelors,1
2022-07-04,2,15000,800,1 out of 5,Bangalore,Unfurnished,Bachelors/Family,2
2022-06-01,2,55000,860,9 out of 20,Mumbai,Semi-Furnished,Family,2
2022-06-30,2,8000,600,1 out of 2,Bangalore,Unfurnished,Bachelors/Family,1
2022-06-25,2,14000,1100,1 out of 3,Kolkata,Semi-Furnished,Bachelors/Family,2
2022-06-10,2,10000,650,3 out of 5,Hyderabad,Unfurnished,Bachelors/Family,2
2022-05-08,2,8500,700,Ground out of 2,Chennai,Semi-Furnished,Bachelors/Family,1
2022-06-06,1,200000,8000,Ground out of 4,Hyderabad,Unfurnished,Bachelors/Family,10
2022-05-27,3,130000,1450,3 out of 7,Mumbai,Unfurnished,Bachelors,3
2022-06-15,2,7000,700,Ground out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-05-27,2,75000,800,19 out of 20,Mumbai,Semi-Furnished,Bachelors,3
2022-05-15,2,15000,1330,1 out of 2,Chennai,Furnished,Bachelors/Family,2
2022-05-27,2,8000,600,1 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-14,1,5000,400,1 out of 2,Bangalore,Unfurnished,Bachelors/Family,1
2022-05-29,2,12000,1200,Ground out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-06-22,1,7500,560,2 out of 4,Chennai,Unfurnished,Bachelors/Family,1
2022-07-03,2,10000,850,1 out of 4,Kolkata,Semi-Furnished,Bachelors,2
2022-06-25,2,12000,700,1 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-10,1,5000,500,2 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-27,1,8000,200,2 out of 4,Delhi,Unfurnished,Bachelors,1
2022-06-24,2,17500,1150,3 out of 4,Bangalore,Semi-Furnished,Family,2
2022-06-06,2,11000,1200,1 out of 1,Chennai,Unfurnished,Bachelors,2
2022-05-06,1,6500,506,1 out of 2,Chennai,Unfurnished,Bachelors/Family,1
2022-06-21,2,15000,700,2 out of 4,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-13,2,18000,1100,3 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-06-23,1,9000,445,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-07-09,2,75000,1000,3 out of 15,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-05-05,1,8500,730,2 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-08,1,8000,800,3 out of 3,Hyderabad,Unfurnished,Bachelors/Family,1
2022-05-10,2,35000,800,9 out of 10,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-19,3,15000,750,1 out of 2,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-07-07,3,31000,1757,9 out of 10,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-05-25,2,25500,950,Ground out of 4,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-06-14,2,23000,1153,15 out of 19,Chennai,Semi-Furnished,Family,2
2022-05-18,1,12000,350,4 out of 4,Delhi,Semi-Furnished,Bachelors,1
2022-05-31,2,60000,720,4 out of 7,Mumbai,Unfurnished,Bachelors/Family,2
2022-05-12,4,65000,3200,18 out of 19,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-07-08,2,15000,900,3 out of 4,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-19,1,25000,407,5 out of 23,Mumbai,Unfurnished,Bachelors/Family,2
2022-05-07,2,7500,1350,Ground out of 1,Hyderabad,Unfurnished,Bachelors/Family,2
2022-06-04,2,15000,1200,3 out of 4,Bangalore,Furnished,Bachelors/Family,2
2022-06-23,2,12000,700,Ground out of 2,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-04-24,3,15000,1350,1 out of 2,Kolkata,Unfurnished,Family,2
2022-05-17,4,300000,2200,7 out of 8,Mumbai,Furnished,Family,4
2022-05-27,3,40000,1400,Ground out of 2,Kolkata,Furnished,Bachelors/Family,2
2022-06-25,2,8500,580,3 out of 5,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-31,2,18500,650,3 out of 12,Mumbai,Unfurnished,Family,2
2022-06-24,3,30000,2000,1 out of 3,Kolkata,Semi-Furnished,Bachelors/Family,2
2022-06-28,1,6500,400,2 out of 2,Chennai,Unfurnished,Bachelors/Family,1
2022-05-23,2,9500,700,Ground out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-04,2,24000,150,1 out of 2,Delhi,Semi-Furnished,Bachelors/Family,1
2022-06-04,2,13000,400,2 out of 4,Delhi,Unfurnished,Bachelors,1
2022-05-19,1,12000,800,3 out of 5,Delhi,Semi-Furnished,Bachelors/Family,1
2022-04-29,3,25000,1000,1 out of 4,Delhi,Unfurnished,Bachelors/Family,2
2022-05-12,2,9500,1000,1 out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-05-24,2,11000,600,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-31,1,8500,350,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-12,2,55000,955,8 out of 22,Mumbai,Unfurnished,Bachelors/Family,2
2022-06-22,3,100000,1000,2 out of 4,Mumbai,Furnished,Bachelors/Family,3
2022-07-06,2,25000,1100,2 out of 2,Kolkata,Furnished,Bachelors,2
2022-05-26,1,8000,550,2 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,1
2022-07-08,2,8000,190,1 out of 1,Hyderabad,Furnished,Bachelors/Family,2
2022-05-12,1,5000,450,Ground out of 1,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-07-03,3,25000,919,8 out of 13,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-25,2,20000,700,3 out of 7,Hyderabad,Unfurnished,Bachelors/Family,2
2022-06-04,1,32000,450,1 out of 5,Mumbai,Furnished,Bachelors/Family,1
2022-06-16,1,18000,320,5 out of 7,Mumbai,Furnished,Bachelors/Family,1
2022-05-31,3,35000,1500,1 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-31,1,4500,475,3 out of 4,Mumbai,Unfurnished,Bachelors/Family,1
2022-07-10,2,22000,1150,4 out of 9,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-27,3,72000,2900,8 out of 9,Chennai,Semi-Furnished,Bachelors,3
2022-07-06,3,220000,1550,30 out of 37,Mumbai,Furnished,Bachelors/Family,3
2022-05-24,2,7000,500,1 out of 3,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-06,4,31000,2400,2 out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,4
2022-06-29,2,9000,800,Ground out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-28,2,45000,680,3 out of 4,Mumbai,Unfurnished,Bachelors,2
2022-06-23,2,15000,600,2 out of 2,Hyderabad,Unfurnished,Bachelors,1
2022-05-10,3,32000,1200,4 out of 5,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-05-27,3,100000,1800,2 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-06-12,2,45000,490,2 out of 3,Mumbai,Furnished,Bachelors/Family,2
2022-06-02,2,16000,680,1 out of 10,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-14,3,30000,1425,Ground out of 5,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-04-29,3,350000,3200,1 out of 2,Delhi,Semi-Furnished,Bachelors/Family,4
2022-06-20,1,10000,1000,Ground out of 2,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-30,1,9000,400,1 out of 1,Bangalore,Semi-Furnished,Bachelors,1
2022-06-23,3,140000,1270,15 out of 60,Mumbai,Semi-Furnished,Bachelors,3
2022-05-05,2,28000,1500,1 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-01,2,15000,1000,4 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-04-30,2,17500,1400,4 out of 6,Hyderabad,Furnished,Bachelors/Family,2
2022-05-11,3,65000,1600,Ground out of 4,Delhi,Furnished,Bachelors/Family,2
2022-05-31,2,76000,736,16 out of 36,Mumbai,Unfurnished,Family,2
2022-07-08,1,9000,700,Ground out of 2,Chennai,Semi-Furnished,Bachelors/Family,1
2022-05-01,2,10500,700,Ground out of 2,Bangalore,Semi-Furnished,Family,1
2022-07-06,2,14000,1200,2 out of 4,Chennai,Unfurnished,Bachelors/Family,2
2022-06-29,2,22000,800,4 out of 4,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-04,2,8000,1000,Ground out of 1,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-22,2,10000,770,1 out of 2,Chennai,Unfurnished,Family,1
2022-07-08,3,65000,1850,5 out of 5,Hyderabad,Furnished,Bachelors,3
2022-07-02,2,7000,650,Ground out of 3,Kolkata,Semi-Furnished,Bachelors/Family,2
2022-06-08,2,5500,500,Ground out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-19,1,18500,225,4 out of 7,Mumbai,Semi-Furnished,Bachelors,1
2022-07-03,2,21000,850,1 out of 1,Kolkata,Unfurnished,Bachelors,2
2022-06-06,3,70000,2000,3 out of 4,Chennai,Semi-Furnished,Bachelors,3
2022-06-23,2,60000,700,3 out of 4,Mumbai,Furnished,Bachelors,2
2022-05-15,2,14000,950,5 out of 5,Hyderabad,Unfurnished,Bachelors/Family,2
2022-06-25,2,13000,600,1 out of 3,Hyderabad,Unfurnished,Bachelors/Family,1
2022-07-04,1,15000,600,5 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-12,3,15000,900,1,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-05-20,2,15000,1125,24 out of 31,Chennai,Semi-Furnished,Bachelors/Family,2
2022-04-28,1,36000,540,2 out of 3,Mumbai,Unfurnished,Bachelors/Family,2
2022-07-03,2,13000,550,1 out of 2,Kolkata,Furnished,Bachelors/Family,2
2022-06-22,2,15000,1000,Ground out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-21,4,250000,2800,2 out of 3,Delhi,Unfurnished,Bachelors/Family,4
2022-07-10,2,22999,1144,1 out of 1,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-16,2,32000,475,8 out of 12,Mumbai,Unfurnished,Bachelors,2
2022-05-10,2,10000,740,Ground out of 6,Kolkata,Unfurnished,Bachelors,1
2022-06-04,1,22000,460,3 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-28,1,7500,380,3 out of 7,Mumbai,Unfurnished,Bachelors,2
2022-07-05,2,10000,910,Ground out of 1,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-30,2,11500,1250,Ground out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-30,2,12000,930,1 out of 4,Chennai,Furnished,Family,2
2022-07-09,2,35000,615,6 out of 14,Mumbai,Unfurnished,Family,2
2022-05-12,2,16000,800,1 out of 3,Chennai,Unfurnished,Bachelors/Family,2
2022-07-06,3,60000,1800,14 out of 30,Hyderabad,Unfurnished,Bachelors/Family,3
2022-06-26,1,5500,200,1 out of 3,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-30,2,20000,890,5 out of 12,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-14,3,32000,1800,1 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-06-27,1,43500,480,6 out of 7,Mumbai,Furnished,Bachelors/Family,2
2022-07-02,2,10000,1070,2 out of 5,Hyderabad,Unfurnished,Family,2
2022-05-20,2,10000,1100,1 out of 3,Hyderabad,Unfurnished,Bachelors/Family,2
2022-06-02,1,6500,422,9 out of 15,Mumbai,Semi-Furnished,Family,2
2022-04-29,2,12000,900,1 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-07-09,3,140000,1100,6 out of 12,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-06-03,2,60000,750,5 out of 9,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-07-06,3,47500,1920,6 out of 15,Chennai,Semi-Furnished,Family,3
2022-05-05,2,10000,70,1 out of 4,Delhi,Semi-Furnished,Bachelors/Family,2
2022-06-26,3,15000,225,Ground out of 1,Hyderabad,Unfurnished,Bachelors/Family,3
2022-06-10,2,8500,700,Ground out of 2,Kolkata,Semi-Furnished,Bachelors/Family,2
2022-06-20,1,7000,200,1 out of 4,Delhi,Unfurnished,Bachelors,1
2022-06-23,2,17000,750,1 out of 4,Delhi,Semi-Furnished,Bachelors/Family,2
2022-05-30,2,12000,600,2 out of 3,Bangalore,Unfurnished,Bachelors/Family,1
2022-05-12,1,6500,500,2 out of 3,Chennai,Unfurnished,Bachelors/Family,1
2022-07-09,2,21000,600,3 out of 4,Delhi,Semi-Furnished,Bachelors,2
2022-05-01,1,35000,510,3 out of 4,Mumbai,Semi-Furnished,Bachelors/Family,1
2022-05-25,2,9000,1200,Ground out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-04,2,27000,900,4 out of 4,Delhi,Furnished,Bachelors/Family,2
2022-07-06,2,30000,1100,Ground out of 4,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-25,3,90000,1152,12 out of 21,Mumbai,Furnished,Bachelors/Family,2
2022-05-31,1,21000,600,5 out of 6,Mumbai,Furnished,Bachelors/Family,1
2022-05-31,3,62000,1680,4 out of 15,Bangalore,Semi-Furnished,Bachelors,3
2022-06-27,2,15000,750,1 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-23,1,85000,695,2 out of 7,Mumbai,Furnished,Bachelors/Family,2
2022-05-20,1,17000,470,3 out of 5,Hyderabad,Furnished,Bachelors/Family,1
2022-06-19,1,6000,200,Ground out of 1,Kolkata,Unfurnished,Bachelors/Family,1
2022-07-10,4,120000,3455,12 out of 17,Hyderabad,Semi-Furnished,Family,4
2022-06-21,2,10000,700,Ground out of 4,Kolkata,Unfurnished,Bachelors,2
2022-07-06,3,150000,1300,6 out of 7,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-07-03,1,5000,450,1 out of 1,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-16,1,15000,450,2 out of 4,Mumbai,Unfurnished,Family,1
2022-05-22,2,8500,1000,1 out of 1,Bangalore,Unfurnished,Bachelors,2
2022-05-05,2,12000,1000,Ground out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-29,3,32000,1783,1 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-06-29,3,12000,900,Ground out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-25,3,21000,1100,4 out of 10,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-07-06,3,24000,1700,4 out of 5,Hyderabad,Unfurnished,Family,2
2022-06-06,2,11000,803,1 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-07-07,2,14000,1200,2 out of 3,Bangalore,Semi-Furnished,Family,2
2022-06-27,1,6000,500,Ground out of 2,Bangalore,Unfurnished,Bachelors/Family,1
2022-07-06,3,45000,1900,9 out of 15,Hyderabad,Unfurnished,Bachelors,3
2022-07-02,5,300000,4050,Ground out of 5,Hyderabad,Unfurnished,Bachelors/Family,4
2022-05-27,2,12000,55,Ground out of 4,Delhi,Unfurnished,Bachelors/Family,2
2022-06-28,6,280000,4500,Ground out of 1,Chennai,Semi-Furnished,Bachelors,5
2022-06-26,2,5000,392,Ground out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-23,3,80000,1400,1 out of 2,Mumbai,Furnished,Bachelors/Family,3
2022-05-12,3,18000,1300,3 out of 3,Hyderabad,Semi-Furnished,Bachelors,2
2022-05-31,2,52000,750,4 out of 20,Mumbai,Unfurnished,Bachelors/Family,2
2022-06-15,2,14000,800,Ground out of 2,Bangalore,Semi-Furnished,Family,2
2022-06-08,1,9000,800,1 out of 2,Hyderabad,Unfurnished,Bachelors/Family,1
2022-06-30,2,15000,75,3 out of 4,Delhi,Unfurnished,Bachelors/Family,2
2022-06-12,1,8000,200,3 out of 4,Delhi,Unfurnished,Bachelors,1
2022-07-06,2,18000,1099,2 out of 2,Chennai,Semi-Furnished,Family,2
2022-04-29,1,5000,450,Ground out of 3,Delhi,Unfurnished,Bachelors/Family,1
2022-06-14,2,43000,724,6 out of 11,Mumbai,Unfurnished,Bachelors/Family,2
2022-06-23,2,42000,774,10 out of 20,Mumbai,Semi-Furnished,Family,2
2022-06-16,1,12000,600,2 out of 4,Delhi,Furnished,Bachelors/Family,1
2022-06-04,1,7000,900,3 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-27,3,32000,1768,8 out of 13,Bangalore,Semi-Furnished,Family,3
2022-07-09,4,140000,2000,6 out of 45,Mumbai,Furnished,Family,4
2022-07-04,3,26000,1350,2 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-30,2,5200,650,1 out of 2,Kolkata,Unfurnished,Bachelors,1
2022-06-28,1,5500,600,1 out of 2,Bangalore,Unfurnished,Bachelors,1
2022-05-31,3,20000,1850,1 out of 5,Hyderabad,Semi-Furnished,Family,2
2022-07-01,1,27000,435,3 out of 7,Mumbai,Unfurnished,Bachelors/Family,2
2022-06-28,3,55000,999,14 out of 23,Mumbai,Semi-Furnished,Family,2
2022-07-06,3,25000,2000,1 out of 3,Chennai,Semi-Furnished,Bachelors/Family,3
2022-06-02,2,18000,242,Ground out of 4,Hyderabad,Unfurnished,Bachelors/Family,2
2022-05-14,2,55000,750,10 out of 14,Mumbai,Unfurnished,Bachelors/Family,2
2022-06-18,2,15000,1000,Ground out of 3,Chennai,Semi-Furnished,Bachelors/Family,2
2022-04-23,1,6500,800,Ground out of 1,Kolkata,Unfurnished,Bachelors/Family,1
2022-04-28,2,20000,900,3 out of 3,Delhi,Semi-Furnished,Bachelors,2
2022-04-29,1,33000,640,11 out of 23,Mumbai,Furnished,Bachelors/Family,2
2022-06-24,2,5000,450,2 out of 3,Kolkata,Unfurnished,Bachelors,1
2022-05-14,3,10000,800,Ground out of 4,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-20,1,7500,350,1 out of 3,Chennai,Semi-Furnished,Bachelors/Family,1
2022-04-29,2,13000,1000,Ground out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-12,2,15000,1000,2 out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-23,3,28000,2400,3 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-07-10,3,60000,2405,10 out of 14,Hyderabad,Semi-Furnished,Bachelors,4
2022-07-04,2,10000,850,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-27,2,8000,1200,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-25,2,7000,800,3 out of 4,Hyderabad,Furnished,Bachelors/Family,2
2022-07-07,2,16500,550,4 out of 4,Delhi,Semi-Furnished,Bachelors/Family,2
2022-05-05,1,15000,380,19 out of 19,Mumbai,Unfurnished,Bachelors/Family,1
2022-06-08,3,15000,900,1 out of 3,Delhi,Furnished,Bachelors/Family,3
2022-06-08,2,12500,950,2 out of 8,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-02,2,25000,1050,1 out of 5,Hyderabad,Furnished,Bachelors/Family,2
2022-04-30,2,7000,749,2 out of 4,Chennai,Unfurnished,Bachelors/Family,2
2022-05-31,1,19000,490,Ground out of 8,Mumbai,Unfurnished,Bachelors/Family,1
2022-06-05,1,5200,220,Ground out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-24,2,10000,1200,2 out of 2,Hyderabad,Unfurnished,Bachelors,2
2022-06-20,1,4500,200,4 out of 5,Bangalore,Unfurnished,Bachelors/Family,1
2022-07-07,2,40000,600,4 out of 10,Mumbai,Unfurnished,Family,2
2022-05-19,2,12000,700,1 out of 2,Bangalore,Semi-Furnished,Bachelors/Family,2
